Node	Type	Anemarrhena Rhizome	Eclipta Herb	Asiatic Cornelian Cherry Fruit	Prepared Rehmannia Root	Moutan Root Bark	Dioscorea Rhizome	Glossy Privet Fruit	Oriental Waterplantain Rhizome	Rehmannia Root	Poria
HEXA	gene	0	0	0	0	0	0	0	0	0	0
HEXB	gene	0	0	0	0	0	0	0	0	0	0
FCER2	gene	0	0	0	0	0	0	0	0	0	0
PIK3C2A	gene	0	0	0	0	0	0	0	0	0	0
ERBB4	gene	0	0	0	0	0	0	0	0	0	0
IRAK1	gene	0	0	0	0	0	0	0	0	0	0
SLK	gene	0	0	0	0	0	0	0	0	0	0
FRK	gene	0	0	0	0	0	0	0	0	0	0
GAK	gene	0	0	0	0	0	0	0	0	0	0
STK17A	gene	0	0	0	0	0	0	0	0	0	0
RPS6KA6	gene	0	0	0	0	0	0	0	0	0	0
MAP2K5	gene	0	0	0	0	0	0	0	0	0	0
CIT	gene	0	0	0	0	0	0	0	0	0	0
ERBB3	gene	0	0	0	0	0	0	0	0	0	0
TNFRSF1A	gene	0	0	0	0	0	0	0	0	0	0
TRPC6	gene	0	0	0	0	0	0	0	0	0	0
MEN1	gene	0	0	0	0	0	0	0	0	0	0
GABRA1	gene	0	0	0	0	0	0	0	0	0	0
EPAS1	gene	0	0	0	0	0	0	0	0	0	0
CCR6	gene	0	0	0	0	0	0	0	0	0	0
ADAM9	gene	0	0	0	0	0	0	0	0	0	0
PGF	gene	0	0	0	0	0	0	0	0	0	0
SELP	gene	0	0	0	0	0	0	0	0	0	0
SMARCA4	gene	0	0	0	0	0	0	0	0	0	0
NOD2	gene	0	0	0	0	0	0	0	0	0	0
LAP3	gene	0	0	0	0	0	0	0	0	0	0
KDM5B	gene	0	0	0	0	0	0	0	0	0	0
ESRRG	gene	0	0	0	0	0	0	0	0	0	0
C1R	gene	0	0	0	0	0	0	0	0	0	0
PDCD4	gene	0	0	0	0	0	0	0	0	0	0
C3AR1	gene	0	0	0	0	0	0	0	0	0	0
DHODH	gene	0	0	0	0	0	0	0	0	0	0
CCR9	gene	0	0	0	0	0	0	0	0	0	0
CXCL8	gene	0	0	0	0	0	0	0	0	0	0
ICAM1	gene	0	0	0	0	0	0	0	0	0	0
SELE	gene	0	0	0	0	0	0	0	0	0	0
DUSP1	gene	0	0	0	0	0	0	0	0	0	0
RNASEH1	gene	0	0	0	0	0	0	0	0	0	0
P2RY12	gene	0	0	0	0	0	0	0	0	0	0
EBP	gene	0	0	0	0	0	0	0	0	0	0
KDM4B	gene	0	0	0	0	0	0	0	0	0	0
PADI4	gene	0	0	0	0	0	0	0	0	0	0
VCAM1	gene	0	0	0	0	0	0	0	0	0	0
EEF2K	gene	0	0	0	0	0	0	0	0	0	0
KCNN1	gene	0	0	0	0	0	0	0	0	0	0
RPS6KA4	gene	0	0	0	0	0	0	0	0	0	0
ERCC5	gene	0	0	0	0	0	0	0	0	0	0
XPO1	gene	0	0	0	0	0	0	0	0	0	0
MOL002003	multiDrug	1	1	0	0	0	0	0	0	0	0
MOL000198	Glossy Privet Fruit	0	0	0	0	0	0	1	0	0	0
MOL000845	Oriental Waterplantain Rhizome	0	0	0	0	0	0	0	1	0	0
MOL000700	Glossy Privet Fruit	0	0	0	0	0	0	1	0	0	0
MOL004487	Anemarrhena Rhizome	1	0	0	0	0	0	0	0	0	0
MOL000839	Oriental Waterplantain Rhizome	0	0	0	0	0	0	0	1	0	0
MOL000279	Poria	0	0	0	0	0	0	0	0	0	1
MOL000199	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL1000003	Rehmannia Root	0	0	0	0	0	0	0	0	1	0
MOL000390	Glossy Privet Fruit	0	0	0	0	0	0	1	0	0	0
MOL000826	Oriental Waterplantain Rhizome	0	0	0	0	0	0	0	1	0	0
MOL003894	Anemarrhena Rhizome	1	0	0	0	0	0	0	0	0	0
MOL000360	Prepared Rehmannia Root	0	0	0	1	0	0	0	0	0	0
MOL000546	multiDrug	1	0	0	0	0	1	0	0	0	0
MOL003384	Eclipta Herb	0	1	0	0	0	0	0	0	0	0
MOL000105	multiDrug	0	1	1	0	0	0	0	0	0	0
MOL002850	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL005090	Moutan Root Bark	0	0	0	0	1	0	0	0	0	0
MOL000055	Dioscorea Rhizome	0	0	0	0	0	1	0	0	0	0
MOL000303	Poria	0	0	0	0	0	0	0	0	0	1
MOL005473	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL000827	Oriental Waterplantain Rhizome	0	0	0	0	0	0	0	1	0	0
MOL000460	Eclipta Herb	0	1	0	0	0	0	0	0	0	0
MOL000857	Oriental Waterplantain Rhizome	0	0	0	0	0	0	0	1	0	0
MOL000034	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL005434	Dioscorea Rhizome	0	0	0	0	0	1	0	0	0	0
MOL005208	Glossy Privet Fruit	0	0	0	0	0	0	1	0	0	0
MOL005446	Dioscorea Rhizome	0	0	0	0	0	1	0	0	0	0
MOL005455	Dioscorea Rhizome	0	0	0	0	0	1	0	0	0	0
MOL000041	multiDrug	0	0	1	0	0	1	0	0	0	0
MOL005466	Dioscorea Rhizome	0	0	0	0	0	1	0	0	0	0
MOL005503	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL003689	Prepared Rehmannia Root	0	0	0	1	0	0	0	0	0	0
MOL004542	Anemarrhena Rhizome	1	0	0	0	0	0	0	0	0	0
MOL005508	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL005386	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL004519	Anemarrhena Rhizome	1	0	0	0	0	0	0	0	0	0
MOL005538	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL004373	Anemarrhena Rhizome	1	0	0	0	0	0	0	0	0	0
MOL001696	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL003704	Prepared Rehmannia Root	0	0	0	1	0	0	0	0	0	0
MOL005556	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL001246	Moutan Root Bark	0	0	0	0	1	0	0	0	0	0
MOL003394	Eclipta Herb	0	1	0	0	0	0	0	0	0	0
MOL007382	Moutan Root Bark	0	0	0	0	1	0	0	0	0	0
MOL004497	Anemarrhena Rhizome	1	0	0	0	0	0	0	0	0	0
MOL001604	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL005487	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL000309	Dioscorea Rhizome	0	0	0	0	0	1	0	0	0	0
MOL005855	Glossy Privet Fruit	0	0	0	0	0	0	1	0	0	0
MOL007374	Moutan Root Bark	0	0	0	0	1	0	0	0	0	0
MOL000874	Moutan Root Bark	0	0	0	0	1	0	0	0	0	0
MOL004491	Anemarrhena Rhizome	1	0	0	0	0	0	0	0	0	0
MOL004503	Anemarrhena Rhizome	1	0	0	0	0	0	0	0	0	0
MOL005513	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL003722	Prepared Rehmannia Root	0	0	0	1	0	0	0	0	0	0
MOL003406	Eclipta Herb	0	1	0	0	0	0	0	0	0	0
MOL006869	Moutan Root Bark	0	0	0	0	1	0	0	0	0	0
MOL000666	multiDrug	1	0	1	0	0	0	0	0	0	0
MOL008457	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL000421	multiDrug	1	1	0	0	0	0	0	0	0	0
MOL000273	Poria	0	0	0	0	0	0	0	0	0	1
MOL003401	Eclipta Herb	0	1	0	0	0	0	0	0	0	0
MOL000114	Moutan Root Bark	0	0	0	0	1	0	0	0	0	0
MOL005536	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL005463	Dioscorea Rhizome	0	0	0	0	0	1	0	0	0	0
MOL003705	Prepared Rehmannia Root	0	0	0	1	0	0	0	0	0	0
MOL005559	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL005558	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL005443	Dioscorea Rhizome	0	0	0	0	0	1	0	0	0	0
MOL003697	Prepared Rehmannia Root	0	0	0	1	0	0	0	0	0	0
MOL004511	Anemarrhena Rhizome	1	0	0	0	0	0	0	0	0	0
MOL005195	Glossy Privet Fruit	0	0	0	0	0	0	1	0	0	0
MOL003710	Prepared Rehmannia Root	0	0	0	1	0	0	0	0	0	0
MOL002975	Eclipta Herb	0	1	0	0	0	0	0	0	0	0
MOL002854	Eclipta Herb	0	1	0	0	0	0	0	0	0	0
MOL004517	Anemarrhena Rhizome	1	0	0	0	0	0	0	0	0	0
MOL000249	Glossy Privet Fruit	0	0	0	0	0	0	1	0	0	0
MOL005157	Glossy Privet Fruit	0	0	0	0	0	0	1	0	0	0
MOL000875	Glossy Privet Fruit	0	0	0	0	0	0	1	0	0	0
MOL001746	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL001232	Eclipta Herb	0	1	0	0	0	0	0	0	0	0
MOL000254	multiDrug	0	0	0	0	1	0	1	0	0	0
MOL003392	Eclipta Herb	0	1	0	0	0	0	0	0	0	0
MOL000823	Oriental Waterplantain Rhizome	0	0	0	0	0	0	0	1	0	0
MOL002343	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL000431	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL004498	Anemarrhena Rhizome	1	0	0	0	0	0	0	0	0	0
MOL001816	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL000853	Oriental Waterplantain Rhizome	0	0	0	0	0	0	0	1	0	0
MOL005272	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL000635	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL007372	Moutan Root Bark	0	0	0	0	1	0	0	0	0	0
MOL000299	Poria	0	0	0	0	0	0	0	0	0	1
MOL000844	Oriental Waterplantain Rhizome	0	0	0	0	0	0	0	1	0	0
MOL000475	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL003788	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL000196	Glossy Privet Fruit	0	0	0	0	0	0	1	0	0	0
MOL000836	Oriental Waterplantain Rhizome	0	0	0	0	0	0	0	1	0	0
MOL000858	Oriental Waterplantain Rhizome	0	0	0	0	0	0	0	1	0	0
MOL000828	Oriental Waterplantain Rhizome	0	0	0	0	0	0	0	1	0	0
MOL1000002	Rehmannia Root	0	0	0	0	0	0	0	0	1	0
MOL000829	Oriental Waterplantain Rhizome	0	0	0	0	0	0	0	1	0	0
MOL005190	Glossy Privet Fruit	0	0	0	0	0	0	1	0	0	0
MOL003403	Eclipta Herb	0	1	0	0	0	0	0	0	0	0
MOL005432	Dioscorea Rhizome	0	0	0	0	0	1	0	0	0	0
MOL001677	Anemarrhena Rhizome	1	0	0	0	0	0	0	0	0	0
MOL003546	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL000676	multiDrug	0	0	1	0	0	0	1	0	0	0
MOL001689	Eclipta Herb	0	1	0	0	0	0	0	0	0	0
MOL000472	Oriental Waterplantain Rhizome	0	0	0	0	0	0	0	1	0	0
MOL005182	Glossy Privet Fruit	0	0	0	0	0	0	1	0	0	0
MOL000069	multiDrug	0	0	1	0	0	0	0	0	0	1
MOL000837	Oriental Waterplantain Rhizome	0	0	0	0	0	0	0	1	0	0
MOL004489	Anemarrhena Rhizome	1	0	0	0	0	0	0	0	0	0
MOL000068	multiDrug	0	0	1	0	0	1	0	0	0	0
MOL001599	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL005498	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL005553	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL003892	Anemarrhena Rhizome	1	0	0	0	0	0	0	0	0	0
MOL005448	Dioscorea Rhizome	0	0	0	0	0	1	0	0	0	0
MOL000098	multiDrug	0	1	0	0	1	0	1	0	0	0
MOL005449	multiDrug	0	0	1	0	0	1	0	0	0	0
MOL004507	Anemarrhena Rhizome	1	0	0	0	0	0	0	0	0	0
MOL003547	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL003391	Eclipta Herb	0	1	0	0	0	0	0	0	0	0
MOL1000005	Rehmannia Root	0	0	0	0	0	0	0	0	1	0
MOL003731	Prepared Rehmannia Root	0	0	0	1	0	0	0	0	0	0
MOL004741	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL004530	Anemarrhena Rhizome	1	0	0	0	0	0	0	0	0	0
MOL002786	Moutan Root Bark	0	0	0	0	1	0	0	0	0	0
MOL000305	multiDrug	0	0	1	1	0	0	0	0	0	1
MOL003881	Moutan Root Bark	0	0	0	0	1	0	0	0	0	0
MOL005161	Glossy Privet Fruit	0	0	0	0	0	0	1	0	0	0
MOL000483	Anemarrhena Rhizome	1	0	0	0	0	0	0	0	0	0
MOL007371	Moutan Root Bark	0	0	0	0	1	0	0	0	0	0
MOL003706	Prepared Rehmannia Root	0	0	0	1	0	0	0	0	0	0
MOL003396	Eclipta Herb	0	1	0	0	0	0	0	0	0	0
MOL001906	multiDrug	1	0	1	0	0	0	0	0	0	0
MOL000310	Dioscorea Rhizome	0	0	0	0	0	1	0	0	0	0
MOL000830	Oriental Waterplantain Rhizome	0	0	0	0	0	0	0	1	0	0
MOL000118	multiDrug	1	0	1	0	0	0	0	0	0	0
MOL000207	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL005549	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL003341	Glossy Privet Fruit	0	0	0	0	0	0	1	0	0	0
MOL000302	Poria	0	0	0	0	0	0	0	0	0	1
MOL002930	Glossy Privet Fruit	0	0	0	0	0	0	1	0	0	0
MOL005484	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL005472	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL000628	Dioscorea Rhizome	0	0	0	0	0	1	0	0	0	0
MOL001709	Prepared Rehmannia Root	0	0	0	1	0	0	0	0	0	0
MOL003404	Eclipta Herb	0	1	0	0	0	0	0	0	0	0
MOL001398	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL000424	Glossy Privet Fruit	0	0	0	0	0	0	1	0	0	0
MOL000631	Anemarrhena Rhizome	1	0	0	0	0	0	0	0	0	0
MOL003707	Prepared Rehmannia Root	0	0	0	1	0	0	0	0	0	0
MOL001739	multiDrug	0	0	1	1	0	0	0	0	0	0
MOL000103	multiDrug	0	1	0	0	1	0	0	0	0	0
MOL000206	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL000244	multiDrug	1	0	0	0	0	0	1	0	0	0
MOL005167	Glossy Privet Fruit	0	0	0	0	0	0	1	0	0	0
MOL005502	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL003386	Eclipta Herb	0	1	0	0	0	0	0	0	0	0
MOL004535	Anemarrhena Rhizome	1	0	0	0	0	0	0	0	0	0
MOL000719	Moutan Root Bark	0	0	0	0	1	0	0	0	0	0
MOL005515	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL005437	Dioscorea Rhizome	0	0	0	0	0	1	0	0	0	0
MOL000223	multiDrug	0	0	1	0	1	0	1	0	0	0
MOL001393	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL000854	Oriental Waterplantain Rhizome	0	0	0	0	0	0	0	1	0	0
MOL000824	Oriental Waterplantain Rhizome	0	0	0	0	0	0	0	1	0	0
MOL000849	Oriental Waterplantain Rhizome	0	0	0	0	0	0	0	1	0	0
MOL005500	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL005530	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL000835	Oriental Waterplantain Rhizome	0	0	0	0	0	0	0	1	0	0
MOL005429	Dioscorea Rhizome	0	0	0	0	0	1	0	0	0	0
MOL005459	Dioscorea Rhizome	0	0	0	0	0	1	0	0	0	0
MOL1000004	Rehmannia Root	0	0	0	0	0	0	0	0	1	0
MOL005464	Dioscorea Rhizome	0	0	0	0	0	1	0	0	0	0
MOL005512	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL005458	Dioscorea Rhizome	0	0	0	0	0	1	0	0	0	0
MOL002464	Oriental Waterplantain Rhizome	0	0	0	0	0	0	0	1	0	0
MOL003378	Eclipta Herb	0	1	0	0	0	0	0	0	0	0
MOL001559	Dioscorea Rhizome	0	0	0	0	0	1	0	0	0	0
MOL1000001	Rehmannia Root	0	0	0	0	0	0	0	0	1	0
MOL003717	Prepared Rehmannia Root	0	0	0	1	0	0	0	0	0	0
MOL005444	Dioscorea Rhizome	0	0	0	0	0	1	0	0	0	0
MOL005563	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL001300	multiDrug	0	0	1	0	0	0	1	0	0	0
MOL000006	multiDrug	0	1	0	0	0	0	1	0	0	0
MOL002649	Glossy Privet Fruit	0	0	0	0	0	0	1	0	0	0
MOL005179	Glossy Privet Fruit	0	0	0	0	0	0	1	0	0	0
MOL005210	Glossy Privet Fruit	0	0	0	0	0	0	1	0	0	0
MOL000832	Oriental Waterplantain Rhizome	0	0	0	0	0	0	0	1	0	0
MOL005431	Dioscorea Rhizome	0	0	0	0	0	1	0	0	0	0
MOL003940	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL005187	Glossy Privet Fruit	0	0	0	0	0	0	1	0	0	0
MOL003389	Eclipta Herb	0	1	0	0	0	0	0	0	0	0
MOL003223	Anemarrhena Rhizome	1	0	0	0	0	0	0	0	0	0
MOL003388	Eclipta Herb	0	1	0	0	0	0	0	0	0	0
MOL005514	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL005457	Dioscorea Rhizome	0	0	0	0	0	1	0	0	0	0
MOL000873	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL1000006	Rehmannia Root	0	0	0	0	0	0	0	0	1	0
MOL005442	Dioscorea Rhizome	0	0	0	0	0	1	0	0	0	0
MOL002321	Prepared Rehmannia Root	0	0	0	1	0	0	0	0	0	0
MOL007367	Moutan Root Bark	0	0	0	0	1	0	0	0	0	0
MOL005492	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL001618	multiDrug	0	0	1	0	0	1	0	0	0	0
MOL005177	Glossy Privet Fruit	0	0	0	0	0	0	1	0	0	0
MOL005550	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL000825	Oriental Waterplantain Rhizome	0	0	0	0	0	0	0	1	0	0
MOL000855	Oriental Waterplantain Rhizome	0	0	0	0	0	0	0	1	0	0
MOL000057	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL000846	Oriental Waterplantain Rhizome	0	0	0	0	0	0	0	1	0	0
MOL003883	Anemarrhena Rhizome	1	0	0	0	0	0	0	0	0	0
MOL000414	Prepared Rehmannia Root	0	0	0	1	0	0	0	0	0	0
MOL000513	multiDrug	0	0	1	0	1	0	0	0	0	0
MOL005495	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL000852	Oriental Waterplantain Rhizome	0	0	0	0	0	0	0	1	0	0
MOL001772	Prepared Rehmannia Root	0	0	0	1	0	0	0	0	0	0
MOL000008	multiDrug	0	1	0	0	0	0	1	0	0	0
MOL000775	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL000056	Dioscorea Rhizome	0	0	0	0	0	1	0	0	0	0
MOL007373	Moutan Root Bark	0	0	0	0	1	0	0	0	0	0
MOL000847	Oriental Waterplantain Rhizome	0	0	0	0	0	0	0	1	0	0
MOL007378	Moutan Root Bark	0	0	0	0	1	0	0	0	0	0
MOL005561	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL000304	Poria	0	0	0	0	0	0	0	0	0	1
MOL003721	Prepared Rehmannia Root	0	0	0	1	0	0	0	0	0	0
MOL005474	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL004520	Anemarrhena Rhizome	1	0	0	0	0	0	0	0	0	0
MOL003402	Eclipta Herb	0	1	0	0	0	0	0	0	0	0
MOL003398	Eclipta Herb	0	1	0	0	0	0	0	0	0	0
MOL000422	multiDrug	1	0	0	0	1	0	1	0	0	0
MOL000850	Oriental Waterplantain Rhizome	0	0	0	0	0	0	0	1	0	0
MOL003399	Eclipta Herb	0	1	0	0	0	0	0	0	0	0
MOL003708	Prepared Rehmannia Root	0	0	0	1	0	0	0	0	0	0
MOL005534	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL005168	Glossy Privet Fruit	0	0	0	0	0	0	1	0	0	0
MOL005460	Dioscorea Rhizome	0	0	0	0	0	1	0	0	0	0
MOL002046	Moutan Root Bark	0	0	0	0	1	0	0	0	0	0
MOL000608	Glossy Privet Fruit	0	0	0	0	0	0	1	0	0	0
MOL004495	Anemarrhena Rhizome	1	0	0	0	0	0	0	0	0	0
MOL000322	Dioscorea Rhizome	0	0	0	0	0	1	0	0	0	0
MOL005567	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
MOL001396	Prepared Rehmannia Root	0	0	0	1	0	0	0	0	0	0
MOL000123	Glossy Privet Fruit	0	0	0	0	0	0	1	0	0	0
MOL000879	Asiatic Cornelian Cherry Fruit	0	0	1	0	0	0	0	0	0	0
