Node1	Node2	Net	MolName
MOL000302	HSD11B2	target	Undekansaeure
MOL000302	HMGCR	target	Undekansaeure
MOL000302	SLC16A1	target	Undekansaeure
MOL000302	SLC22A12	target	Undekansaeure
MOL000302	CHRNA7	target	Undekansaeure
MOL000302	RBP4	target	Undekansaeure
MOL000302	PTPRC	target	Undekansaeure
MOL000302	RARB	target	Undekansaeure
MOL000302	RXRA	target	Undekansaeure
MOL000303	PPARD	target	caprylic acid
MOL000303	HSD11B1	target	caprylic acid
MOL000303	FABP4	target	caprylic acid
MOL000303	SLC22A6	target	caprylic acid
MOL000303	VDR	target	caprylic acid
MOL000303	NR1H4	target	caprylic acid
MOL000303	POLB	target	caprylic acid
MOL000303	SERPINA6	target	caprylic acid
MOL000303	SHBG	target	caprylic acid
MOL000303	HSD17B3	target	caprylic acid
MOL000303	G6PD	target	caprylic acid
MOL000303	GABBR1	target	caprylic acid
MOL000303	PTGFR	target	caprylic acid
MOL000303	PTGER2	target	caprylic acid
MOL000303	HSD11B2	target	caprylic acid
MOL000304	VEGFA	target	Ethyl glucoside
MOL000304	FGF1	target	Ethyl glucoside
MOL000304	FGF2	target	Ethyl glucoside
MOL000304	HSP90AA1	target	Ethyl glucoside
MOL000304	CDK1	target	Ethyl glucoside
MOL000304	LGALS3	target	Ethyl glucoside
MOL000304	LGALS8	target	Ethyl glucoside
MOL000305	FABP4	target	lauric acid
MOL000305	PPARD	target	lauric acid
MOL000305	HSD11B1	target	lauric acid
MOL000305	SLC22A6	target	lauric acid
MOL000305	VDR	target	lauric acid
MOL000305	AR	target	lauric acid
MOL000305	PTGER2	target	lauric acid
MOL000305	SERPINA6	target	lauric acid
MOL000305	SHBG	target	lauric acid
MOL000305	HSD17B3	target	lauric acid
MOL000305	G6PD	target	lauric acid
MOL000305	GABBR1	target	lauric acid
MOL000305	NR1H4	target	lauric acid
MOL000305	CYP19A1	target	lauric acid
MOL000305	POLB	target	lauric acid
MOL000305	PTGFR	target	lauric acid
MOL000069	FABP4	target	palmitic acid
MOL000069	PPARD	target	palmitic acid
MOL000069	SLC22A6	target	palmitic acid
MOL000069	HSD11B1	target	palmitic acid
MOL000069	POLB	target	palmitic acid
MOL000069	VDR	target	palmitic acid
MOL000069	NR1H4	target	palmitic acid
MOL000069	CYP19A1	target	palmitic acid
MOL000069	SERPINA6	target	palmitic acid
MOL000069	SHBG	target	palmitic acid
MOL000069	HSD17B3	target	palmitic acid
MOL000069	G6PD	target	palmitic acid
MOL000069	GABBR1	target	palmitic acid
MOL000069	PTGER2	target	palmitic acid
MOL000069	AR	target	palmitic acid
MOL000069	HAO1	target	palmitic acid
MOL000069	PTGFR	target	palmitic acid
MOL000069	HSD11B2	target	palmitic acid
MOL000069	CA2	target	palmitic acid
MOL000069	CA1	target	palmitic acid
MOL000069	PTPRC	target	palmitic acid
MOL000069	PPARG	target	palmitic acid
MOL000069	CYP26A1	target	palmitic acid
MOL000069	RXRA	target	palmitic acid
MOL000069	RARB	target	palmitic acid
MOL000069	FAAH	target	palmitic acid
MOL000069	TERT	target	palmitic acid
MOL000069	RXRB	target	palmitic acid
MOL000069	SLC16A1	target	palmitic acid
MOL000069	ALOX15	target	palmitic acid
MOL000069	PTGER4	target	palmitic acid
MOL000069	ABCC1	target	palmitic acid
MOL000069	ABCB1	target	palmitic acid
MOL000069	CHRNA7	target	palmitic acid
MOL000069	PLG	target	palmitic acid
MOL000069	HTR2B	target	palmitic acid
MOL000069	MAPK1	target	palmitic acid
MOL000069	ITGAL	target	palmitic acid
MOL000103	CA2	target	PHB
MOL000103	CA1	target	PHB
MOL000103	CA3	target	PHB
MOL000103	CA4	target	PHB
MOL000114	CA2	target	vanillic acid
MOL000114	CA1	target	vanillic acid
MOL000114	CA3	target	vanillic acid
MOL000114	CA4	target	vanillic acid
MOL000114	TPMT	target	vanillic acid
MOL000114	TTR	target	vanillic acid
MOL000114	KDM6B	target	vanillic acid
MOL000114	FTO	target	vanillic acid
MOL000114	KDM4C	target	vanillic acid
MOL000114	FYN	target	vanillic acid
MOL000114	LCK	target	vanillic acid
MOL000114	MMP9	target	vanillic acid
MOL000114	MMP1	target	vanillic acid
MOL000114	MMP2	target	vanillic acid
MOL000114	POLB	target	vanillic acid
MOL000114	SERPINE1	target	vanillic acid
MOL001246	CA2	target	(1R)-()-Nopinone
MOL001246	CA1	target	(1R)-()-Nopinone
MOL001246	CA4	target	(1R)-()-Nopinone
MOL001246	CYP19A1	target	(1R)-()-Nopinone
MOL002046	SLC22A6	target	hexanoic acid
MOL002046	FABP4	target	hexanoic acid
MOL002046	PPARD	target	hexanoic acid
MOL002046	HSD11B1	target	hexanoic acid
MOL002046	AR	target	hexanoic acid
MOL002046	VDR	target	hexanoic acid
MOL002046	NR1H4	target	hexanoic acid
MOL002046	POLB	target	hexanoic acid
MOL002046	CYP19A1	target	hexanoic acid
MOL002046	SERPINA6	target	hexanoic acid
MOL002046	SHBG	target	hexanoic acid
MOL002046	HSD17B3	target	hexanoic acid
MOL002046	G6PD	target	hexanoic acid
MOL002046	GABBR1	target	hexanoic acid
MOL002046	PTGER2	target	hexanoic acid
MOL002046	PTGFR	target	hexanoic acid
MOL000223	CA2	target	caffeic acid
MOL000223	ALOX5	target	caffeic acid
MOL000223	CA1	target	caffeic acid
MOL000223	MMP9	target	caffeic acid
MOL000223	MMP1	target	caffeic acid
MOL000223	MMP2	target	caffeic acid
MOL000223	CA3	target	caffeic acid
MOL000223	ESR2	target	caffeic acid
MOL000223	CA4	target	caffeic acid
MOL000223	MIF	target	caffeic acid
MOL000223	TLR4	target	caffeic acid
MOL000223	ERBB2	target	caffeic acid
MOL000223	ESR1	target	caffeic acid
MOL000223	MAPK1	target	caffeic acid
MOL000223	SYK	target	caffeic acid
MOL000223	FYN	target	caffeic acid
MOL000223	LCK	target	caffeic acid
MOL000223	NGFR	target	caffeic acid
MOL000223	EGFR	target	caffeic acid
MOL000223	TPMT	target	caffeic acid
MOL000223	CYP1A2	target	caffeic acid
MOL000223	CYP2C9	target	caffeic acid
MOL000223	CYP3A4	target	caffeic acid
MOL000223	CYP2C19	target	caffeic acid
MOL000223	PTGS1	target	caffeic acid
MOL000223	ELANE	target	caffeic acid
MOL000223	F3	target	caffeic acid
MOL000223	HSD11B1	target	caffeic acid
MOL000223	NFE2L2	target	caffeic acid
MOL000223	STAT3	target	caffeic acid
MOL000254	HDAC6	target	eugenol
MOL000254	VEGFA	target	eugenol
MOL000254	CA2	target	eugenol
MOL000254	PTGS1	target	eugenol
MOL000254	PARP1	target	eugenol
MOL000254	SRC	target	eugenol
MOL000254	ADORA1	target	eugenol
MOL000254	ADORA2A	target	eugenol
MOL000254	SRD5A1	target	eugenol
MOL000254	CHRNA3	target	eugenol
MOL000254	CHRNA4	target	eugenol
MOL000254	CXCR2	target	eugenol
MOL000254	ALPL	target	eugenol
MOL000254	ALOX15	target	eugenol
MOL000254	KDR	target	eugenol
MOL000254	AR	target	eugenol
MOL000254	TDO2	target	eugenol
MOL000254	HSD17B3	target	eugenol
MOL000254	CYP17A1	target	eugenol
MOL002786	ERN1	target	Apocynin
MOL002786	HMGCR	target	Apocynin
MOL002786	ACHE	target	Apocynin
MOL002786	EP300	target	Apocynin
MOL002786	CA2	target	Apocynin
MOL002786	CA1	target	Apocynin
MOL002786	COMT	target	Apocynin
MOL002786	MB	target	Apocynin
MOL002786	TTR	target	Apocynin
MOL002786	SRD5A2	target	Apocynin
MOL002786	PLEC	target	Apocynin
MOL002786	ACE	target	Apocynin
MOL002786	ALPL	target	Apocynin
MOL003881	CA4	target	6-Hydroxycoumarin
MOL003881	CA2	target	6-Hydroxycoumarin
MOL003881	CA1	target	6-Hydroxycoumarin
MOL003881	EGFR	target	6-Hydroxycoumarin
MOL003881	XDH	target	6-Hydroxycoumarin
MOL003881	ALDH5A1	target	6-Hydroxycoumarin
MOL003881	GPR35	target	6-Hydroxycoumarin
MOL003881	CCND1	target	6-Hydroxycoumarin
MOL003881	PDGFRB	target	6-Hydroxycoumarin
MOL003881	IGF1R	target	6-Hydroxycoumarin
MOL003881	INSR	target	6-Hydroxycoumarin
MOL003881	PTK2	target	6-Hydroxycoumarin
MOL003881	KDR	target	6-Hydroxycoumarin
MOL003881	CSNK2A1	target	6-Hydroxycoumarin
MOL003881	TEK	target	6-Hydroxycoumarin
MOL003881	AKT1	target	6-Hydroxycoumarin
MOL003881	BACE1	target	6-Hydroxycoumarin
MOL003881	BRAF	target	6-Hydroxycoumarin
MOL003881	HSPA1A	target	6-Hydroxycoumarin
MOL003881	FGR	target	6-Hydroxycoumarin
MOL003881	LYN	target	6-Hydroxycoumarin
MOL003881	NFKB1	target	6-Hydroxycoumarin
MOL003881	PARP1	target	6-Hydroxycoumarin
MOL003881	GSR	target	6-Hydroxycoumarin
MOL003881	MAOA	target	6-Hydroxycoumarin
MOL003881	CA3	target	6-Hydroxycoumarin
MOL003881	CYP1A2	target	6-Hydroxycoumarin
MOL003881	COMT	target	6-Hydroxycoumarin
MOL000422	XDH	target	kaempferol
MOL000422	TYR	target	kaempferol
MOL000422	FLT3	target	kaempferol
MOL000422	CA2	target	kaempferol
MOL000422	ALOX5	target	kaempferol
MOL000422	ABCC1	target	kaempferol
MOL000422	AHR	target	kaempferol
MOL000422	ABCB1	target	kaempferol
MOL000422	CYP1B1	target	kaempferol
MOL000422	ABCG2	target	kaempferol
MOL000422	ADORA1	target	kaempferol
MOL000422	CA4	target	kaempferol
MOL000422	ACHE	target	kaempferol
MOL000422	MAOA	target	kaempferol
MOL000422	SYK	target	kaempferol
MOL000422	GSK3B	target	kaempferol
MOL000422	MMP9	target	kaempferol
MOL000422	MMP2	target	kaempferol
MOL000422	ALOX15	target	kaempferol
MOL000422	ADORA2A	target	kaempferol
MOL000422	ARG1	target	kaempferol
MOL000422	GPR35	target	kaempferol
MOL000422	ESR2	target	kaempferol
MOL000422	SLC22A12	target	kaempferol
MOL000422	TTR	target	kaempferol
MOL000422	TNKS	target	kaempferol
MOL000422	CDK6	target	kaempferol
MOL000422	CDK2	target	kaempferol
MOL000422	CYP19A1	target	kaempferol
MOL000422	CSNK2A1	target	kaempferol
MOL000422	EGFR	target	kaempferol
MOL000422	IGF1R	target	kaempferol
MOL000422	F2	target	kaempferol
MOL000422	PIM1	target	kaempferol
MOL000422	DRD4	target	kaempferol
MOL000422	MPO	target	kaempferol
MOL000422	CA1	target	kaempferol
MOL000422	SRC	target	kaempferol
MOL000422	PTK2	target	kaempferol
MOL000422	KDR	target	kaempferol
MOL000422	MMP3	target	kaempferol
MOL000422	CA3	target	kaempferol
MOL000422	CDK1	target	kaempferol
MOL000422	ALK	target	kaempferol
MOL000422	AKT1	target	kaempferol
MOL000422	BACE1	target	kaempferol
MOL000422	AXL	target	kaempferol
MOL000422	AKR1C1	target	kaempferol
MOL000422	PARP1	target	kaempferol
MOL000422	MMP12	target	kaempferol
MOL000422	CD38	target	kaempferol
MOL000422	TOP1	target	kaempferol
MOL000422	ESR1	target	kaempferol
MOL000422	PTGS2	target	kaempferol
MOL000422	CFTR	target	kaempferol
MOL000422	PFKFB3	target	kaempferol
MOL000422	TERT	target	kaempferol
MOL000422	MAPT	target	kaempferol
MOL000513	CA2	target	3,4,5-trihydroxybenzoic acid
MOL000513	CA1	target	3,4,5-trihydroxybenzoic acid
MOL000513	CA3	target	3,4,5-trihydroxybenzoic acid
MOL000513	CA4	target	3,4,5-trihydroxybenzoic acid
MOL000513	TTR	target	3,4,5-trihydroxybenzoic acid
MOL000513	IGF1R	target	3,4,5-trihydroxybenzoic acid
MOL000513	ALK	target	3,4,5-trihydroxybenzoic acid
MOL000513	SERPINE1	target	3,4,5-trihydroxybenzoic acid
MOL000513	ESR2	target	3,4,5-trihydroxybenzoic acid
MOL000513	BCL2L1	target	3,4,5-trihydroxybenzoic acid
MOL000513	GPR35	target	3,4,5-trihydroxybenzoic acid
MOL000513	COMT	target	3,4,5-trihydroxybenzoic acid
MOL000513	TPMT	target	3,4,5-trihydroxybenzoic acid
MOL006869	CA2	target	WLN: QR CQ DV1
MOL006869	ERN1	target	WLN: QR CQ DV1
MOL006869	TYR	target	WLN: QR CQ DV1
MOL000719	CA2	target	methyl salicylate
MOL000719	CA1	target	methyl salicylate
MOL000719	CA3	target	methyl salicylate
MOL000719	CA4	target	methyl salicylate
MOL007367	TYR	target	paeonoside
MOL007367	CDK2	target	paeonoside
MOL007367	ADORA2A	target	paeonoside
MOL007367	GSK3B	target	paeonoside
MOL007367	HSPA5	target	paeonoside
MOL007367	HSPA8	target	paeonoside
MOL007367	MAPK1	target	paeonoside
MOL007367	ADA	target	paeonoside
MOL007367	SRD5A1	target	paeonoside
MOL007367	PNP	target	paeonoside
MOL007367	CDK1	target	paeonoside
MOL007367	ESR1	target	paeonoside
MOL007367	AHCY	target	paeonoside
MOL007367	MMP3	target	paeonoside
MOL007367	MMP9	target	paeonoside
MOL007367	ADAM17	target	paeonoside
MOL007367	MMP1	target	paeonoside
MOL007367	CSNK2A1	target	paeonoside
MOL007367	CDA	target	paeonoside
MOL007367	EGFR	target	paeonoside
MOL007367	F2	target	paeonoside
MOL007367	IDO1	target	paeonoside
MOL007367	DPP4	target	paeonoside
MOL007367	CCND1	target	paeonoside
MOL007367	TYMS	target	paeonoside
MOL007367	HDAC1	target	paeonoside
MOL007367	PIN1	target	paeonoside
MOL007367	GSTP1	target	paeonoside
MOL007367	KDM4C	target	paeonoside
MOL007372	ERN1	target	3-Hydroxy-4-methoxyacetophenone
MOL007372	HMGCR	target	3-Hydroxy-4-methoxyacetophenone
MOL007372	CA2	target	3-Hydroxy-4-methoxyacetophenone
MOL007372	ACHE	target	3-Hydroxy-4-methoxyacetophenone
MOL007372	COMT	target	3-Hydroxy-4-methoxyacetophenone
MOL007372	CA1	target	3-Hydroxy-4-methoxyacetophenone
MOL007372	EP300	target	3-Hydroxy-4-methoxyacetophenone
MOL007372	MB	target	3-Hydroxy-4-methoxyacetophenone
MOL007372	PLEC	target	3-Hydroxy-4-methoxyacetophenone
MOL007372	GSK3B	target	3-Hydroxy-4-methoxyacetophenone
MOL007372	ALPL	target	3-Hydroxy-4-methoxyacetophenone
MOL007372	NAT1	target	3-Hydroxy-4-methoxyacetophenone
MOL007372	HDAC7	target	3-Hydroxy-4-methoxyacetophenone
MOL007372	ALB	target	3-Hydroxy-4-methoxyacetophenone
MOL007372	ACE	target	3-Hydroxy-4-methoxyacetophenone
MOL007373	HMGCR	target	1-(2,3-dihydroxy-4-methoxyphenyl)ethanone
MOL007373	CA2	target	1-(2,3-dihydroxy-4-methoxyphenyl)ethanone
MOL007373	ERN1	target	1-(2,3-dihydroxy-4-methoxyphenyl)ethanone
MOL007373	CA1	target	1-(2,3-dihydroxy-4-methoxyphenyl)ethanone
MOL007373	BCL2	target	1-(2,3-dihydroxy-4-methoxyphenyl)ethanone
MOL007373	ALB	target	1-(2,3-dihydroxy-4-methoxyphenyl)ethanone
MOL007373	MB	target	1-(2,3-dihydroxy-4-methoxyphenyl)ethanone
MOL007373	PIK3CD	target	1-(2,3-dihydroxy-4-methoxyphenyl)ethanone
MOL007373	PRKDC	target	1-(2,3-dihydroxy-4-methoxyphenyl)ethanone
MOL007373	PIK3CG	target	1-(2,3-dihydroxy-4-methoxyphenyl)ethanone
MOL007373	PLEC	target	1-(2,3-dihydroxy-4-methoxyphenyl)ethanone
MOL007374	BRAF	target	1-(2,3-dihydroxy-4-methoxyphenyl)ethanone
MOL007374	CASP3	target	1-(2,3-dihydroxy-4-methoxyphenyl)ethanone
MOL007374	SIRT1	target	5-[[5-(4-methoxyphenyl)-2-furyl]methylene]barbituric acid
MOL007374	CASP6	target	5-[[5-(4-methoxyphenyl)-2-furyl]methylene]barbituric acid
MOL007374	CASP8	target	5-[[5-(4-methoxyphenyl)-2-furyl]methylene]barbituric acid
MOL007374	ADORA1	target	5-[[5-(4-methoxyphenyl)-2-furyl]methylene]barbituric acid
MOL007374	ALPL	target	5-[[5-(4-methoxyphenyl)-2-furyl]methylene]barbituric acid
MOL007374	BCHE	target	5-[[5-(4-methoxyphenyl)-2-furyl]methylene]barbituric acid
MOL007374	EDNRB	target	5-[[5-(4-methoxyphenyl)-2-furyl]methylene]barbituric acid
MOL007374	EDNRA	target	5-[[5-(4-methoxyphenyl)-2-furyl]methylene]barbituric acid
MOL007374	ADORA2A	target	5-[[5-(4-methoxyphenyl)-2-furyl]methylene]barbituric acid
MOL007374	ELANE	target	5-[[5-(4-methoxyphenyl)-2-furyl]methylene]barbituric acid
MOL007374	SIRT2	target	5-[[5-(4-methoxyphenyl)-2-furyl]methylene]barbituric acid
MOL007374	LCK	target	5-[[5-(4-methoxyphenyl)-2-furyl]methylene]barbituric acid
MOL007378	GPR35	target	3-acetyl-4-hydroxybenzoic acid
MOL007378	POLB	target	3-acetyl-4-hydroxybenzoic acid
MOL007378	CA2	target	3-acetyl-4-hydroxybenzoic acid
MOL007378	CA1	target	3-acetyl-4-hydroxybenzoic acid
MOL007378	KDM6B	target	3-acetyl-4-hydroxybenzoic acid
MOL007378	KDM4C	target	3-acetyl-4-hydroxybenzoic acid
MOL007378	CA3	target	3-acetyl-4-hydroxybenzoic acid
MOL007378	ATIC	target	3-acetyl-4-hydroxybenzoic acid
MOL007378	FTO	target	3-acetyl-4-hydroxybenzoic acid
MOL007378	CA4	target	3-acetyl-4-hydroxybenzoic acid
MOL007378	SRD5A2	target	3-acetyl-4-hydroxybenzoic acid
MOL007378	RARB	target	3-acetyl-4-hydroxybenzoic acid
MOL007378	ALB	target	3-acetyl-4-hydroxybenzoic acid
MOL007378	EGFR	target	3-acetyl-4-hydroxybenzoic acid
MOL007378	PTPN6	target	3-acetyl-4-hydroxybenzoic acid
MOL000874	ERN1	target	paeonol
MOL000874	HMGCR	target	paeonol
MOL000874	EP300	target	paeonol
MOL000874	CA2	target	paeonol
MOL000874	CA1	target	paeonol
MOL000874	MAOA	target	paeonol
MOL000874	MB	target	paeonol
MOL000874	ACHE	target	paeonol
MOL000874	NAT1	target	paeonol
MOL000874	GSK3B	target	paeonol
MOL000874	PLEC	target	paeonol
MOL000874	PTPN22	target	paeonol
MOL000098	XDH	target	quercetin
MOL000098	MAOA	target	quercetin
MOL000098	IGF1R	target	quercetin
MOL000098	FLT3	target	quercetin
MOL000098	CYP19A1	target	quercetin
MOL000098	EGFR	target	quercetin
MOL000098	F2	target	quercetin
MOL000098	CA2	target	quercetin
MOL000098	PIM1	target	quercetin
MOL000098	ALOX5	target	quercetin
MOL000098	DRD4	target	quercetin
MOL000098	ADORA1	target	quercetin
MOL000098	MPO	target	quercetin
MOL000098	ADORA2A	target	quercetin
MOL000098	CA1	target	quercetin
MOL000098	GSK3B	target	quercetin
MOL000098	SRC	target	quercetin
MOL000098	PTK2	target	quercetin
MOL000098	KDR	target	quercetin
MOL000098	MMP3	target	quercetin
MOL000098	CA3	target	quercetin
MOL000098	ALOX15	target	quercetin
MOL000098	ABCC1	target	quercetin
MOL000098	CDK1	target	quercetin
MOL000098	MMP9	target	quercetin
MOL000098	MMP2	target	quercetin
MOL000098	CSNK2A1	target	quercetin
MOL000098	CA4	target	quercetin
MOL000098	ALK	target	quercetin
MOL000098	AKT1	target	quercetin
MOL000098	ABCB1	target	quercetin
MOL000098	BACE1	target	quercetin
MOL000098	CYP1B1	target	quercetin
MOL000098	AXL	target	quercetin
MOL000098	ABCG2	target	quercetin
MOL000098	AKR1C1	target	quercetin
MOL000098	GPR35	target	quercetin
MOL000098	MAPT	target	quercetin
MOL000098	INSR	target	quercetin
MOL000098	ACHE	target	quercetin
MOL000098	SYK	target	quercetin
MOL000098	PIK3CG	target	quercetin
MOL000098	APEX1	target	quercetin
MOL000098	ESR2	target	quercetin
MOL000098	SLC22A12	target	quercetin
MOL000098	ARG1	target	quercetin
MOL000098	CDK6	target	quercetin
MOL000098	CDK2	target	quercetin
MOL000098	TYR	target	quercetin
MOL000098	AHR	target	quercetin
MOL000098	PARP1	target	quercetin
MOL000098	TTR	target	quercetin
MOL000098	MMP12	target	quercetin
MOL000098	CD38	target	quercetin
MOL000098	TNKS	target	quercetin
MOL000098	TOP1	target	quercetin
MOL000098	TERT	target	quercetin
MOL005090	SERPINE1	target	oxypaeoniflorin_qt
MOL005090	HSP90AA1	target	oxypaeoniflorin_qt
MOL005090	BACE1	target	oxypaeoniflorin_qt
MOL005090	MMP3	target	oxypaeoniflorin_qt
MOL005090	MMP12	target	oxypaeoniflorin_qt
MOL005090	MMP2	target	oxypaeoniflorin_qt
MOL005090	P2RX3	target	oxypaeoniflorin_qt
MOL005090	MMP9	target	oxypaeoniflorin_qt
MOL005090	MMP1	target	oxypaeoniflorin_qt
MOL005090	KIT	target	oxypaeoniflorin_qt
MOL005090	JAK1	target	oxypaeoniflorin_qt
MOL005090	HDAC6	target	oxypaeoniflorin_qt
MOL005090	HDAC1	target	oxypaeoniflorin_qt
MOL005090	KCNJ1	target	oxypaeoniflorin_qt
MOL005090	PRKDC	target	oxypaeoniflorin_qt
MOL005090	HPGD	target	oxypaeoniflorin_qt
MOL005090	PIM1	target	oxypaeoniflorin_qt
MOL005090	DUT	target	oxypaeoniflorin_qt
MOL005090	ERN1	target	oxypaeoniflorin_qt
MOL005090	ROCK2	target	oxypaeoniflorin_qt
MOL005090	PRKCA	target	oxypaeoniflorin_qt
MOL005090	RET	target	oxypaeoniflorin_qt
MOL005090	LCK	target	oxypaeoniflorin_qt
MOL005090	MTOR	target	oxypaeoniflorin_qt
MOL005090	TYK2	target	oxypaeoniflorin_qt
MOL005090	MAPK1	target	oxypaeoniflorin_qt
MOL005090	PRKCD	target	oxypaeoniflorin_qt
MOL005090	MAPK3	target	oxypaeoniflorin_qt
MOL005090	ADAM17	target	oxypaeoniflorin_qt
MOL005090	HMGCR	target	oxypaeoniflorin_qt
MOL005090	BRAF	target	oxypaeoniflorin_qt
MOL005090	NR3C1	target	oxypaeoniflorin_qt
MOL005090	JAK3	target	oxypaeoniflorin_qt
MOL005090	BACE2	target	oxypaeoniflorin_qt
MOL005090	PIK3CG	target	oxypaeoniflorin_qt
MOL005090	HSD17B3	target	oxypaeoniflorin_qt
MOL005090	JAK2	target	oxypaeoniflorin_qt
MOL007371	HSP90AA1	target	6-o-vanillyoxypaeoniflorin_qt 2
MOL007371	BACE1	target	6-o-vanillyoxypaeoniflorin_qt 2
MOL007371	SERPINE1	target	6-o-vanillyoxypaeoniflorin_qt 2
MOL007371	ABCB1	target	6-o-vanillyoxypaeoniflorin_qt 2
MOL007371	LGALS3	target	6-o-vanillyoxypaeoniflorin_qt 2
MOL007371	LGALS9	target	6-o-vanillyoxypaeoniflorin_qt 2
MOL007371	F10	target	6-o-vanillyoxypaeoniflorin_qt 2
MOL007371	PTPN2	target	6-o-vanillyoxypaeoniflorin_qt 2
MOL007371	ACHE	target	6-o-vanillyoxypaeoniflorin_qt 2
MOL007382	HSP90AA1	target	mudanpioside-h_qt 2
MOL007382	ABCB1	target	mudanpioside-h_qt 2
MOL007382	BACE1	target	mudanpioside-h_qt 2
MOL007382	SERPINE1	target	mudanpioside-h_qt 2
MOL007382	LGALS3	target	mudanpioside-h_qt 2
MOL007382	LGALS9	target	mudanpioside-h_qt 2
MOL007382	F10	target	mudanpioside-h_qt 2
MOL007382	PTPN2	target	mudanpioside-h_qt 2
MOL000118	AR	target	(L)-alpha-Terpineol
MOL000118	CYP19A1	target	(L)-alpha-Terpineol
MOL000118	CA2	target	(L)-alpha-Terpineol
MOL000118	CA1	target	(L)-alpha-Terpineol
MOL000118	CA4	target	(L)-alpha-Terpineol
MOL000118	CHRM2	target	(L)-alpha-Terpineol
MOL000118	SLC6A4	target	(L)-alpha-Terpineol
MOL000118	NR1H3	target	(L)-alpha-Terpineol
MOL000118	BCHE	target	(L)-alpha-Terpineol
MOL000118	ESR1	target	(L)-alpha-Terpineol
MOL000118	ACHE	target	(L)-alpha-Terpineol
MOL000118	DRD2	target	(L)-alpha-Terpineol
MOL000118	CYP17A1	target	(L)-alpha-Terpineol
MOL000118	ESR2	target	(L)-alpha-Terpineol
MOL000118	CYP2C19	target	(L)-alpha-Terpineol
MOL001677	CCR3	target	asperglaucide
MOL001677	CTSS	target	asperglaucide
MOL001677	ACE	target	asperglaucide
MOL001677	F10	target	asperglaucide
MOL001677	BACE1	target	asperglaucide
MOL001677	OPRM1	target	asperglaucide
MOL001677	CTSL	target	asperglaucide
MOL001677	MMP3	target	asperglaucide
MOL001677	MMP9	target	asperglaucide
MOL001677	MMP1	target	asperglaucide
MOL001677	F2	target	asperglaucide
MOL001677	HLA-DRB1	target	asperglaucide
MOL001677	PSENEN	target	asperglaucide
MOL001677	PTGS2	target	asperglaucide
MOL001677	ITGA2B	target	asperglaucide
MOL001677	BRD2	target	asperglaucide
MOL001677	MAPK14	target	asperglaucide
MOL001677	SCN10A	target	asperglaucide
MOL001677	HDAC6	target	asperglaucide
MOL001677	CA2	target	asperglaucide
MOL001677	BRD4	target	asperglaucide
MOL001677	HDAC1	target	asperglaucide
MOL001677	MAPK8	target	asperglaucide
MOL001677	HIF1A	target	asperglaucide
MOL001677	SLC16A1	target	asperglaucide
MOL001677	PTGER1	target	asperglaucide
MOL001677	NR1H4	target	asperglaucide
MOL001677	NR5A1	target	asperglaucide
MOL001677	CAPN1	target	asperglaucide
MOL001677	DYRK1A	target	asperglaucide
MOL001677	AVPR1A	target	asperglaucide
MOL001677	ELANE	target	asperglaucide
MOL001677	HDAC2	target	asperglaucide
MOL001677	TACR3	target	asperglaucide
MOL001677	SSTR3	target	asperglaucide
MOL001677	HSD11B1	target	asperglaucide
MOL001677	JAK3	target	asperglaucide
MOL001677	JAK1	target	asperglaucide
MOL001677	NFKBIA	target	asperglaucide
MOL001677	JAK2	target	asperglaucide
MOL001677	CDK1	target	asperglaucide
MOL001677	PIK3CD	target	asperglaucide
MOL001677	PIK3CG	target	asperglaucide
MOL001677	IGF1R	target	asperglaucide
MOL001677	NTRK1	target	asperglaucide
MOL001677	MKNK2	target	asperglaucide
MOL001677	CCND3	target	asperglaucide
MOL001677	FLT3	target	asperglaucide
MOL001677	SLC27A1	target	asperglaucide
MOL001677	ALOX5AP	target	asperglaucide
MOL001677	FLT1	target	asperglaucide
MOL001677	PDGFRA	target	asperglaucide
MOL001677	KDR	target	asperglaucide
MOL001677	FGFR1	target	asperglaucide
MOL001677	SYK	target	asperglaucide
MOL001677	TGFBR1	target	asperglaucide
MOL001677	TYK2	target	asperglaucide
MOL001677	CASP1	target	asperglaucide
MOL001906	CA2	target	Methylgallate
MOL001906	CA1	target	Methylgallate
MOL001906	CA3	target	Methylgallate
MOL001906	CA4	target	Methylgallate
MOL001906	SERPINE1	target	Methylgallate
MOL001906	IGF1R	target	Methylgallate
MOL001906	ALK	target	Methylgallate
MOL001906	ESR2	target	Methylgallate
MOL001906	TYR	target	Methylgallate
MOL001906	BCL2L1	target	Methylgallate
MOL001906	SRC	target	Methylgallate
MOL001906	PTK2	target	Methylgallate
MOL001906	KDR	target	Methylgallate
MOL001906	AXL	target	Methylgallate
MOL001906	TTR	target	Methylgallate
MOL001906	POLB	target	Methylgallate
MOL000244	CA2	target	()-Borneol
MOL000244	CA1	target	()-Borneol
MOL000244	CA4	target	()-Borneol
MOL000244	AR	target	()-Borneol
MOL000244	NR1H4	target	()-Borneol
MOL000244	SHH	target	()-Borneol
MOL000244	ESR2	target	()-Borneol
MOL000244	ESR1	target	()-Borneol
MOL000244	SHBG	target	()-Borneol
MOL000244	HSD11B1	target	()-Borneol
MOL000244	NR1H3	target	()-Borneol
MOL003223	TERT	target	Tingenone
MOL003223	PTPN11	target	Tingenone
MOL003223	TLR9	target	Tingenone
MOL003223	CYP11B1	target	Tingenone
