#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CTNNB1	GSK3B	9606.ENSP00000344456	9606.ENSP00000324806	0	0	0	0	0	0.968	0.900	0.993	0.999
CTNNB1	PSEN1	9606.ENSP00000344456	9606.ENSP00000326366	0	0	0	0	0.105	0.890	0.900	0.990	0.999
CTNNB1	HDAC6	9606.ENSP00000344456	9606.ENSP00000334061	0	0	0	0	0	0.496	0	0.906	0.951
CTNNB1	MEN1	9606.ENSP00000344456	9606.ENSP00000337088	0	0	0	0	0	0.675	0.800	0.607	0.972
CTNNB1	PTPN11	9606.ENSP00000344456	9606.ENSP00000340944	0	0	0	0	0.086	0.317	0.900	0.933	0.995
CTNNB1	RXRA	9606.ENSP00000344456	9606.ENSP00000419692	0	0	0	0	0	0.611	0	0.795	0.917
CTNNB1	PSENEN	9606.ENSP00000344456	9606.ENSP00000468411	0	0	0	0	0.054	0	0.900	0.210	0.918
CTNNB1	RELA	9606.ENSP00000344456	9606.ENSP00000384273	0	0	0	0	0	0.592	0	0.816	0.922
CTNNB1	PTPN6	9606.ENSP00000344456	9606.ENSP00000391592	0	0	0	0	0.062	0.263	0.900	0.202	0.937
CTNNB1	GCG	9606.ENSP00000344456	9606.ENSP00000387662	0	0	0	0	0	0	0.900	0.422	0.939
CTNNB1	HDAC2	9606.ENSP00000344456	9606.ENSP00000430432	0	0	0	0	0.144	0.123	0.900	0.592	0.965
CTNNB1	RET	9606.ENSP00000344456	9606.ENSP00000347942	0	0	0	0	0	0.287	0.900	0.590	0.968
CTNNB1	TGFBR2	9606.ENSP00000344456	9606.ENSP00000351905	0	0	0	0	0	0.346	0.900	0.568	0.969
CTNNB1	EPHA2	9606.ENSP00000344456	9606.ENSP00000351209	0	0	0	0	0.065	0.346	0.900	0.553	0.969
CTNNB1	PTPRF	9606.ENSP00000344456	9606.ENSP00000353030	0	0	0	0	0.062	0.722	0.800	0.533	0.972
CTNNB1	VEGFA	9606.ENSP00000344456	9606.ENSP00000478570	0	0	0	0	0	0	0.900	0.760	0.975
CTNNB1	TGFBR1	9606.ENSP00000344456	9606.ENSP00000364133	0	0	0	0	0.064	0.384	0.900	0.640	0.976
CTNNB1	XPO1	9606.ENSP00000344456	9606.ENSP00000384863	0	0	0	0	0.076	0.096	0.900	0.848	0.985
CTNNB1	VDR	9606.ENSP00000344456	9606.ENSP00000447173	0	0	0	0	0	0.056	0	0.985	0.985
CTNNB1	FGFR1	9606.ENSP00000344456	9606.ENSP00000393312	0	0	0	0	0	0.735	0.900	0.662	0.990
CTNNB1	FYN	9606.ENSP00000344456	9606.ENSP00000346671	0	0	0	0	0.053	0.672	0.900	0.749	0.991
CTNNB1	NR5A1	9606.ENSP00000344456	9606.ENSP00000362690	0	0	0	0	0	0.345	0	0.987	0.991
CTNNB1	ESR1	9606.ENSP00000344456	9606.ENSP00000405330	0	0	0	0	0	0.345	0	0.988	0.992
CTNNB1	HIF1A	9606.ENSP00000344456	9606.ENSP00000437955	0	0	0	0	0.079	0.753	0	0.991	0.997
CTNNB1	JUN	9606.ENSP00000344456	9606.ENSP00000360266	0	0	0	0	0	0.182	0.900	0.989	0.999
CTNNB1	HDAC1	9606.ENSP00000344456	9606.ENSP00000362649	0	0	0	0	0.144	0.880	0.900	0.933	0.999
CTNNB1	FOXO1	9606.ENSP00000344456	9606.ENSP00000368880	0	0	0	0	0	0.244	0.900	0.988	0.999
CTNNB1	SMARCA4	9606.ENSP00000344456	9606.ENSP00000395654	0	0	0	0	0.085	0.551	0.900	0.988	0.999
CTNNB1	SRC	9606.ENSP00000344456	9606.ENSP00000362680	0	0	0	0	0.060	0.711	0.900	0.981	0.999
CTSA	HLA-DRB1	9606.ENSP00000361562	9606.ENSP00000353099	0	0	0	0	0	0	0.900	0	0.900
CTSG	MPO	9606.ENSP00000216336	9606.ENSP00000225275	0	0	0	0	0.611	0.056	0	0.816	0.927
CTSG	IGFBP3	9606.ENSP00000216336	9606.ENSP00000370473	0	0	0	0	0	0.213	0.900	0.174	0.929
CTSG	MMP1	9606.ENSP00000216336	9606.ENSP00000322788	0	0	0	0	0	0	0.900	0.391	0.936
CTSG	MMP9	9606.ENSP00000216336	9606.ENSP00000361405	0	0	0	0	0.089	0	0.900	0.602	0.960
CTSL	HLA-DRB1	9606.ENSP00000345344	9606.ENSP00000353099	0	0	0	0	0.062	0	0.900	0.059	0.904
CTSS	HLA-DRB1	9606.ENSP00000357981	9606.ENSP00000353099	0	0	0	0	0.265	0	0.900	0.247	0.939
CXCL8	NFKB1	9606.ENSP00000306512	9606.ENSP00000226574	0	0	0	0	0.118	0	0.900	0.569	0.958
CXCL8	MAPK14	9606.ENSP00000306512	9606.ENSP00000229795	0	0	0	0	0	0	0.900	0.556	0.953
CXCL8	EP300	9606.ENSP00000306512	9606.ENSP00000263253	0	0	0	0	0	0.270	0.900	0.391	0.951
CXCL8	STAT3	9606.ENSP00000306512	9606.ENSP00000264657	0	0	0	0	0.053	0	0.650	0.732	0.903
CXCL8	DNM1	9606.ENSP00000306512	9606.ENSP00000362014	0	0	0	0	0.062	0	0.900	0	0.902
CXCL8	PPP2CA	9606.ENSP00000306512	9606.ENSP00000418447	0	0	0	0	0	0	0.900	0.090	0.905
CXCL8	CXCR4	9606.ENSP00000306512	9606.ENSP00000386884	0	0	0	0	0	0	0.600	0.792	0.913
CXCL8	MAPK11	9606.ENSP00000306512	9606.ENSP00000333685	0	0	0	0	0	0	0.900	0.266	0.923
CXCL8	FGR	9606.ENSP00000306512	9606.ENSP00000363117	0	0	0	0	0.076	0	0.900	0.234	0.923
CXCL8	LPAR1	9606.ENSP00000306512	9606.ENSP00000363553	0	0	0	0	0	0	0.900	0.362	0.933
CXCL8	LYN	9606.ENSP00000306512	9606.ENSP00000428924	0	0	0	0	0.076	0	0.900	0.380	0.937
CXCL8	PTGS2	9606.ENSP00000306512	9606.ENSP00000356438	0	0	0	0	0.753	0	0	0.778	0.943
CXCL8	JUN	9606.ENSP00000306512	9606.ENSP00000360266	0	0	0	0	0.095	0.270	0.800	0.715	0.957
CXCL8	RELA	9606.ENSP00000306512	9606.ENSP00000384273	0	0	0	0	0.065	0.753	0.900	0.681	0.991
CXCL8	TNF	9606.ENSP00000306512	9606.ENSP00000398698	0	0	0	0	0.158	0	0.900	0.921	0.992
CXCL8	IL6	9606.ENSP00000306512	9606.ENSP00000385675	0	0	0	0	0.581	0	0.900	0.947	0.997
CXCL8	CXCR2	9606.ENSP00000306512	9606.ENSP00000319635	0	0	0	0	0.065	0.974	0.900	0.990	0.999
CXCR2	MIF	9606.ENSP00000319635	9606.ENSP00000215754	0	0	0	0	0	0.270	0	0.902	0.925
CXCR2	DNM1	9606.ENSP00000319635	9606.ENSP00000362014	0	0	0	0	0	0.056	0.900	0	0.901
CXCR2	PPP2CA	9606.ENSP00000319635	9606.ENSP00000418447	0	0	0	0	0	0.226	0.900	0.045	0.919
CXCR3	DNM1	9606.ENSP00000362795	9606.ENSP00000362014	0	0	0	0	0	0.056	0.900	0	0.901
CXCR4	MIF	9606.ENSP00000386884	9606.ENSP00000215754	0	0	0	0	0	0	0	0.980	0.980
CXCR4	PLCG1	9606.ENSP00000386884	9606.ENSP00000244007	0	0	0	0	0.049	0.070	0.900	0.218	0.921
CXCR4	STAT3	9606.ENSP00000386884	9606.ENSP00000264657	0	0	0	0	0	0.225	0.900	0.651	0.970
CXCR4	EGFR	9606.ENSP00000386884	9606.ENSP00000275493	0	0	0	0	0	0.061	0	0.912	0.914
CXCR4	PTGER1	9606.ENSP00000386884	9606.ENSP00000292513	0	0	0	0	0	0	0.900	0.194	0.915
CXCR4	STAT5B	9606.ENSP00000386884	9606.ENSP00000293328	0	0	0	0	0	0.225	0.900	0.403	0.949
CXCR4	F2	9606.ENSP00000386884	9606.ENSP00000308541	0	0	0	0	0	0.097	0.900	0.253	0.926
CXCR4	HSP90AA1	9606.ENSP00000386884	9606.ENSP00000335153	0	0	0	0	0	0	0	0.902	0.902
CXCR4	LCK	9606.ENSP00000386884	9606.ENSP00000337825	0	0	0	0	0.093	0.056	0.900	0.616	0.962
CXCR4	PTPN11	9606.ENSP00000386884	9606.ENSP00000340944	0	0	0	0	0	0.270	0.900	0.244	0.939
CXCR4	PTK2	9606.ENSP00000386884	9606.ENSP00000341189	0	0	0	0	0.062	0.270	0.900	0.459	0.957
CXCR4	PIK3CG	9606.ENSP00000386884	9606.ENSP00000352121	0	0	0	0	0.118	0.182	0.900	0.535	0.962
CXCR4	DPP4	9606.ENSP00000386884	9606.ENSP00000353731	0	0	0	0	0	0.213	0	0.943	0.953
CXCR4	STAT1	9606.ENSP00000386884	9606.ENSP00000354394	0	0	0	0	0	0.225	0.900	0.562	0.963
CXCR4	DNM1	9606.ENSP00000386884	9606.ENSP00000362014	0	0	0	0	0	0.056	0.900	0.049	0.902
CXCR4	JAK2	9606.ENSP00000386884	9606.ENSP00000371067	0	0	0	0	0	0.281	0.900	0.882	0.990
CXCR4	JAK3	9606.ENSP00000386884	9606.ENSP00000391676	0	0	0	0	0.069	0.281	0.600	0.689	0.905
CXCR4	VEGFA	9606.ENSP00000386884	9606.ENSP00000478570	0	0	0	0	0	0	0	0.917	0.917
CXCR4	PTPN6	9606.ENSP00000386884	9606.ENSP00000391592	0	0	0	0	0.103	0.270	0.900	0.154	0.937
CXCR4	VAV1	9606.ENSP00000386884	9606.ENSP00000472929	0	0	0	0	0.107	0.213	0.900	0.464	0.957
CXCR4	PTPRC	9606.ENSP00000386884	9606.ENSP00000411355	0	0	0	0	0.226	0.462	0.900	0.917	0.996
CYP11B1	SRD5A1	9606.ENSP00000292427	9606.ENSP00000274192	0	0	0	0	0	0	0.900	0.418	0.939
CYP11B1	CYP11B2	9606.ENSP00000292427	9606.ENSP00000325822	0	0	0.449	0.985	0.181	0.213	0.900	0.915	0.931
CYP11B1	CYP19A1	9606.ENSP00000292427	9606.ENSP00000379683	0	0	0.332	0.566	0.063	0.134	0.900	0.735	0.947
CYP11B1	SRD5A2	9606.ENSP00000292427	9606.ENSP00000477587	0	0	0	0	0	0	0.900	0.505	0.948
CYP11B1	CYP17A1	9606.ENSP00000292427	9606.ENSP00000358903	0	0	0.424	0.571	0.062	0.114	0.900	0.931	0.954
CYP11B1	HSD11B1	9606.ENSP00000292427	9606.ENSP00000355995	0	0	0	0	0	0.056	0.900	0.635	0.962
CYP11B1	HSD17B3	9606.ENSP00000292427	9606.ENSP00000364412	0	0	0	0	0	0	0.900	0.675	0.966
CYP11B1	HSD11B2	9606.ENSP00000292427	9606.ENSP00000316786	0	0	0	0	0	0.058	0.900	0.751	0.974
CYP11B1	HSD3B2	9606.ENSP00000292427	9606.ENSP00000445122	0	0	0	0	0.062	0.149	0.900	0.843	0.985
CYP11B2	SRD5A1	9606.ENSP00000325822	9606.ENSP00000274192	0	0	0	0	0	0	0.900	0.294	0.926
CYP11B2	HSD11B2	9606.ENSP00000325822	9606.ENSP00000316786	0	0	0	0	0	0.058	0.900	0.739	0.973
CYP11B2	SRD5A2	9606.ENSP00000325822	9606.ENSP00000477587	0	0	0	0	0	0	0.900	0.327	0.929
CYP11B2	CYP19A1	9606.ENSP00000325822	9606.ENSP00000379683	0	0	0.331	0.563	0.063	0.134	0.900	0.712	0.946
CYP11B2	HSD17B3	9606.ENSP00000325822	9606.ENSP00000364412	0	0	0	0	0	0	0.900	0.555	0.953
CYP11B2	HSD11B1	9606.ENSP00000325822	9606.ENSP00000355995	0	0	0	0	0	0.056	0.900	0.556	0.954
CYP11B2	CYP17A1	9606.ENSP00000325822	9606.ENSP00000358903	0	0	0.424	0.567	0.062	0.114	0.900	0.912	0.954
CYP11B2	HSD3B2	9606.ENSP00000325822	9606.ENSP00000445122	0	0	0	0	0.062	0.149	0.900	0.789	0.980
CYP17A1	STS	9606.ENSP00000358903	9606.ENSP00000217961	0	0	0	0	0.063	0	0.900	0.506	0.949
CYP17A1	SRD5A1	9606.ENSP00000358903	9606.ENSP00000274192	0	0	0	0	0.062	0	0.900	0.794	0.979
CYP17A1	CYP3A4	9606.ENSP00000358903	9606.ENSP00000337915	0	0	0.435	0.631	0.063	0.077	0.900	0.608	0.937
CYP17A1	CYP1A2	9606.ENSP00000358903	9606.ENSP00000342007	0	0	0.427	0.786	0.062	0	0.900	0.556	0.920
CYP17A1	CYP1A1	9606.ENSP00000358903	9606.ENSP00000369050	0	0	0.433	0.806	0.063	0.160	0.900	0.686	0.931
CYP17A1	CYP19A1	9606.ENSP00000358903	9606.ENSP00000379683	0	0	0.421	0.575	0	0.090	0.900	0.906	0.951
CYP17A1	SRD5A2	9606.ENSP00000358903	9606.ENSP00000477587	0	0	0	0	0.062	0	0.900	0.769	0.976
CYP17A1	HSD17B3	9606.ENSP00000358903	9606.ENSP00000364412	0	0	0	0	0.062	0	0.900	0.860	0.985
CYP17A1	HSD3B2	9606.ENSP00000358903	9606.ENSP00000445122	0	0	0	0	0.057	0.149	0.900	0.906	0.991
CYP19A1	SRD5A1	9606.ENSP00000379683	9606.ENSP00000274192	0	0	0	0	0	0	0.900	0.709	0.969
CYP19A1	CYP2A6	9606.ENSP00000379683	9606.ENSP00000301141	0	0	0.400	0.575	0.052	0.090	0.900	0.440	0.935
CYP19A1	CYP3A4	9606.ENSP00000379683	9606.ENSP00000337915	0	0	0.419	0.577	0	0.139	0.900	0.626	0.944
CYP19A1	HSD17B3	9606.ENSP00000379683	9606.ENSP00000364412	0	0	0	0	0.052	0	0.900	0.650	0.963
CYP19A1	CYP1A1	9606.ENSP00000379683	9606.ENSP00000369050	0	0	0.409	0.563	0	0.090	0.900	0.690	0.944
CYP19A1	ESR1	9606.ENSP00000379683	9606.ENSP00000405330	0	0	0	0	0	0.073	0	0.919	0.922
CYP19A1	SRD5A2	9606.ENSP00000379683	9606.ENSP00000477587	0	0	0	0	0.049	0	0.900	0.653	0.964
CYP19A1	HSD3B2	9606.ENSP00000379683	9606.ENSP00000445122	0	0	0	0	0.062	0.149	0.900	0.718	0.974
CYP1A1	STS	9606.ENSP00000369050	9606.ENSP00000217961	0	0	0	0	0.062	0	0.900	0.233	0.921
CYP1A1	CYP26A1	9606.ENSP00000369050	9606.ENSP00000224356	0	0	0.433	0.563	0.062	0.090	0.900	0.468	0.938
CYP1A1	CYP2C9	9606.ENSP00000369050	9606.ENSP00000260682	0	0	0.446	0.803	0.087	0	0.900	0.819	0.926
CYP1A1	CYP2A6	9606.ENSP00000369050	9606.ENSP00000301141	0	0	0.434	0.815	0.087	0	0.900	0.824	0.925
CYP1A1	CYP3A4	9606.ENSP00000369050	9606.ENSP00000337915	0	0	0.443	0.605	0.123	0.104	0.900	0.903	0.954
CYP1A1	CYP2D6	9606.ENSP00000369050	9606.ENSP00000353820	0	0	0.410	0.809	0.062	0	0.900	0.858	0.924
CYP1A1	HSD11B1	9606.ENSP00000369050	9606.ENSP00000355995	0	0	0	0	0.140	0.082	0.900	0.178	0.926
CYP1A1	GSTP1	9606.ENSP00000369050	9606.ENSP00000381607	0	0	0	0	0	0.057	0.650	0.763	0.915
CYP1A1	IDO1	9606.ENSP00000369050	9606.ENSP00000430950	0	0	0	0	0	0	0.900	0.343	0.931
CYP1A1	CYP1B1	9606.ENSP00000369050	9606.ENSP00000478561	0	0	0.424	0.893	0.268	0	0.900	0.931	0.934
CYP1A1	HSD3B2	9606.ENSP00000369050	9606.ENSP00000445122	0	0	0	0	0.050	0.149	0.900	0.342	0.939
CYP1A1	RXRA	9606.ENSP00000369050	9606.ENSP00000419692	0	0	0	0	0.052	0.073	0.900	0.456	0.945
CYP1A2	STS	9606.ENSP00000342007	9606.ENSP00000217961	0	0	0	0	0	0	0.900	0.190	0.915
CYP1A2	CYP26A1	9606.ENSP00000342007	9606.ENSP00000224356	0	0	0.436	0.554	0	0.090	0.900	0.354	0.933
CYP1A2	CYP2C9	9606.ENSP00000342007	9606.ENSP00000260682	0	0	0.444	0.772	0.077	0	0.900	0.916	0.931
CYP1A2	CYP2A6	9606.ENSP00000342007	9606.ENSP00000301141	0	0	0.435	0.776	0.106	0	0.900	0.911	0.932
CYP1A2	CYP3A4	9606.ENSP00000342007	9606.ENSP00000337915	0	0	0.442	0.604	0.139	0.077	0.900	0.927	0.954
CYP1A2	IDO1	9606.ENSP00000342007	9606.ENSP00000430950	0	0	0	0	0	0	0.900	0.073	0.903
CYP1A2	XDH	9606.ENSP00000342007	9606.ENSP00000368727	0	0	0	0	0.051	0	0.900	0.134	0.910
CYP1A2	HSD3B2	9606.ENSP00000342007	9606.ENSP00000445122	0	0	0	0	0	0.149	0.900	0.202	0.926
CYP1A2	CYP2C19	9606.ENSP00000342007	9606.ENSP00000360372	0	0	0.444	0.751	0	0	0.900	0.916	0.930
CYP1A2	NAT1	9606.ENSP00000342007	9606.ENSP00000443194	0	0	0	0	0	0	0.900	0.511	0.949
CYP1B1	IDO1	9606.ENSP00000478561	9606.ENSP00000430950	0	0	0	0	0	0	0.900	0.300	0.927
CYP24A1	VDR	9606.ENSP00000216862	9606.ENSP00000447173	0	0	0	0	0	0.345	0	0.884	0.921
CYP26A1	CYP2A6	9606.ENSP00000224356	9606.ENSP00000301141	0	0	0.407	0.574	0.053	0.090	0.900	0.373	0.933
CYP26A1	CYP3A4	9606.ENSP00000224356	9606.ENSP00000337915	0	0	0.433	0.599	0	0.139	0.900	0.538	0.940
CYP2A6	CYP2C9	9606.ENSP00000301141	9606.ENSP00000260682	0	0	0.445	0.945	0.108	0.111	0.900	0.875	0.919
CYP2A6	HSD11B1	9606.ENSP00000301141	9606.ENSP00000355995	0	0	0	0	0.112	0.101	0.900	0.114	0.919
CYP2A6	CYP2D6	9606.ENSP00000301141	9606.ENSP00000353820	0	0	0.422	0.870	0.107	0	0.900	0.910	0.922
CYP2A6	NAT1	9606.ENSP00000301141	9606.ENSP00000443194	0	0	0	0	0.063	0	0.900	0.334	0.932
CYP2A6	CYP3A4	9606.ENSP00000301141	9606.ENSP00000337915	0	0	0.440	0.633	0.140	0.142	0.900	0.894	0.954
CYP2C19	CYP2C9	9606.ENSP00000360372	9606.ENSP00000260682	0	0	0.449	0.985	0.322	0.229	0.900	0.915	0.944
CYP2C19	CYP3A4	9606.ENSP00000360372	9606.ENSP00000337915	0	0	0.444	0.638	0.178	0.142	0.900	0.927	0.956
CYP2C19	MAOA	9606.ENSP00000360372	9606.ENSP00000340684	0	0	0	0	0.063	0	0.900	0.341	0.932
CYP2C19	CYP2D6	9606.ENSP00000360372	9606.ENSP00000353820	0	0	0.428	0.892	0.051	0	0.900	0.915	0.914
CYP2C19	PTGS1	9606.ENSP00000360372	9606.ENSP00000354612	0	0	0	0	0.053	0	0.900	0.318	0.929
CYP2C19	PTGS2	9606.ENSP00000360372	9606.ENSP00000356438	0	0	0	0	0.053	0	0.900	0.263	0.924
CYP2C9	PTGS1	9606.ENSP00000260682	9606.ENSP00000354612	0	0	0	0	0.053	0	0.900	0.379	0.936
CYP2C9	PTGS2	9606.ENSP00000260682	9606.ENSP00000356438	0	0	0	0	0.053	0	0.900	0.406	0.938
CYP2C9	CYP3A4	9606.ENSP00000260682	9606.ENSP00000337915	0	0	0.444	0.648	0.247	0.346	0.900	0.927	0.969
CYP2D6	CYP3A4	9606.ENSP00000353820	9606.ENSP00000337915	0	0	0.421	0.617	0.090	0.110	0.900	0.920	0.951
CYP2D6	MAOA	9606.ENSP00000353820	9606.ENSP00000340684	0	0	0	0	0.063	0	0.900	0.559	0.955
CYP2D6	HSD11B1	9606.ENSP00000353820	9606.ENSP00000355995	0	0	0	0	0.062	0.173	0.900	0.225	0.931
CYP3A4	STS	9606.ENSP00000337915	9606.ENSP00000217961	0	0	0	0	0.049	0	0.900	0.242	0.921
CYP3A4	NR1I2	9606.ENSP00000337915	9606.ENSP00000336528	0	0	0	0	0.135	0.073	0	0.892	0.906
CYP3A4	HSD11B1	9606.ENSP00000337915	9606.ENSP00000355995	0	0	0	0	0.111	0.056	0.900	0.326	0.935
CYP3A4	MAOA	9606.ENSP00000337915	9606.ENSP00000340684	0	0	0	0	0.064	0	0.900	0.366	0.935
CYP3A4	HSD3B2	9606.ENSP00000337915	9606.ENSP00000445122	0	0	0	0	0.064	0.149	0.900	0.306	0.937
DCK	PDE8B	9606.ENSP00000286648	9606.ENSP00000264917	0	0	0	0	0	0	0.900	0.101	0.906
DCK	PDE4C	9606.ENSP00000286648	9606.ENSP00000347689	0	0	0	0	0.062	0	0.900	0.048	0.902
DCK	PDE2A	9606.ENSP00000286648	9606.ENSP00000334910	0	0	0	0	0.062	0	0.900	0.103	0.908
DCK	PDE4A	9606.ENSP00000286648	9606.ENSP00000370078	0	0	0	0	0.062	0	0.900	0.113	0.909
DCK	PNP	9606.ENSP00000286648	9606.ENSP00000354532	0	0	0	0	0	0	0.900	0.568	0.954
DDO	NOS2	9606.ENSP00000357920	9606.ENSP00000327251	0	0	0	0	0	0	0.900	0.100	0.906
DDO	HAO1	9606.ENSP00000357920	9606.ENSP00000368066	0	0	0	0	0.108	0	0.900	0.276	0.929
DHFR	QDPR	9606.ENSP00000396308	9606.ENSP00000281243	0	0	0	0	0.062	0	0.900	0.708	0.970
DHFR	TYMS	9606.ENSP00000396308	9606.ENSP00000315644	0.219	0.317	0.437	0	0.467	0.081	0.900	0.990	0.999
DHFR	TH	9606.ENSP00000396308	9606.ENSP00000370571	0	0	0	0	0	0	0.900	0.204	0.917
DNM1	MAPK1	9606.ENSP00000362014	9606.ENSP00000215832	0	0	0	0	0.062	0	0.900	0.180	0.916
DNM1	RAF1	9606.ENSP00000362014	9606.ENSP00000251849	0	0	0	0	0.062	0.059	0.900	0.042	0.904
DNM1	MAPK3	9606.ENSP00000362014	9606.ENSP00000263025	0	0	0	0	0.062	0	0.900	0.179	0.916
DNM1	EGFR	9606.ENSP00000362014	9606.ENSP00000275493	0	0	0	0	0.052	0	0.900	0.287	0.926
DNM1	F2	9606.ENSP00000362014	9606.ENSP00000308541	0	0	0	0	0	0	0.900	0.050	0.900
DNM1	F2R	9606.ENSP00000362014	9606.ENSP00000321326	0	0	0	0	0	0	0.900	0	0.900
DNM1	FGR	9606.ENSP00000362014	9606.ENSP00000363117	0	0	0	0	0	0.059	0.900	0.053	0.903
DNM1	TLR4	9606.ENSP00000362014	9606.ENSP00000363089	0	0	0	0	0.062	0.076	0.900	0.043	0.905
DNM1	NTRK1	9606.ENSP00000362014	9606.ENSP00000431418	0	0	0	0	0	0.080	0.900	0.194	0.919
DNM1	GABRA1	9606.ENSP00000362014	9606.ENSP00000393097	0	0	0	0	0.200	0	0.900	0.265	0.936
DNM1	GRB2	9606.ENSP00000362014	9606.ENSP00000376345	0	0	0	0	0.062	0.919	0	0.703	0.975
DNM1	SRC	9606.ENSP00000362014	9606.ENSP00000362680	0	0	0	0	0.064	0.703	0.900	0.621	0.988
DNMT1	SIRT1	9606.ENSP00000352516	9606.ENSP00000212015	0	0	0	0	0.063	0.270	0	0.970	0.978
DNMT1	STAT3	9606.ENSP00000352516	9606.ENSP00000264657	0	0	0	0	0	0.494	0	0.986	0.992
DNMT1	DNMT3A	9606.ENSP00000352516	9606.ENSP00000264709	0	0	0	0	0.049	0.696	0.900	0.953	0.998
DNMT1	TP53	9606.ENSP00000352516	9606.ENSP00000269305	0	0	0	0	0.072	0.486	0	0.986	0.993
DNMT1	EZH2	9606.ENSP00000352516	9606.ENSP00000320147	0	0	0	0	0.179	0.848	0.600	0.990	0.999
DNMT1	HSP90AA1	9606.ENSP00000352516	9606.ENSP00000335153	0.111	0	0	0	0.081	0	0	0.974	0.977
DNMT1	PARP1	9606.ENSP00000352516	9606.ENSP00000355759	0	0	0	0	0.231	0.501	0	0.815	0.923
DNMT1	HDAC2	9606.ENSP00000352516	9606.ENSP00000430432	0	0	0	0	0.062	0.846	0.800	0.992	0.999
DNMT1	HDAC1	9606.ENSP00000352516	9606.ENSP00000362649	0	0	0	0	0.188	0.903	0.900	0.993	0.999
DNMT3A	SMARCA4	9606.ENSP00000264709	9606.ENSP00000395654	0	0	0	0	0.058	0.056	0.650	0.803	0.930
DNMT3A	TP53	9606.ENSP00000264709	9606.ENSP00000269305	0	0	0	0	0	0	0	0.979	0.979
DNMT3A	HDAC1	9606.ENSP00000264709	9606.ENSP00000362649	0	0	0	0	0.062	0.495	0	0.988	0.993
DNMT3A	EZH2	9606.ENSP00000264709	9606.ENSP00000320147	0	0	0	0	0	0.501	0.600	0.988	0.997
DPP4	TP53	9606.ENSP00000353731	9606.ENSP00000269305	0	0	0	0	0	0	0	0.928	0.928
DPP4	PLG	9606.ENSP00000353731	9606.ENSP00000308938	0	0	0	0	0.062	0	0	0.957	0.958
DPP4	ITGB1	9606.ENSP00000353731	9606.ENSP00000379350	0	0	0	0	0.078	0	0	0.974	0.975
DPP4	PTPRC	9606.ENSP00000353731	9606.ENSP00000411355	0	0	0	0	0.062	0.270	0	0.988	0.991
DPP4	GCG	9606.ENSP00000353731	9606.ENSP00000387662	0	0	0	0	0.085	0.270	0.900	0.915	0.993
DRD2	SIGMAR1	9606.ENSP00000354859	9606.ENSP00000277010	0	0	0	0	0	0.370	0	0.974	0.983
DRD2	OXTR	9606.ENSP00000354859	9606.ENSP00000324270	0	0	0	0	0	0.285	0	0.934	0.951
DUSP1	MAPK12	9606.ENSP00000239223	9606.ENSP00000215659	0	0	0	0	0	0.684	0.800	0.409	0.959
DUSP1	MAPK1	9606.ENSP00000239223	9606.ENSP00000215832	0	0	0	0	0	0.837	0.900	0.776	0.996
DUSP1	MAPK14	9606.ENSP00000239223	9606.ENSP00000229795	0	0	0	0	0	0.900	0.900	0.887	0.998
DUSP1	NR3C1	9606.ENSP00000239223	9606.ENSP00000231509	0	0	0	0	0	0.058	0.900	0.597	0.958
DUSP1	DUT	9606.ENSP00000239223	9606.ENSP00000370376	0	0	0	0	0.066	0	0.900	0	0.902
DUSP1	MAPK10	9606.ENSP00000239223	9606.ENSP00000352157	0	0	0	0	0.062	0.356	0.800	0.374	0.914
DUSP1	HSP90AA1	9606.ENSP00000239223	9606.ENSP00000335153	0	0	0	0	0	0.098	0.900	0.305	0.931
DUSP1	HSPA1A	9606.ENSP00000239223	9606.ENSP00000364802	0	0	0	0	0.074	0.058	0.900	0.347	0.935
DUSP1	MAPK11	9606.ENSP00000239223	9606.ENSP00000333685	0	0	0	0	0	0.244	0.900	0.439	0.953
DUSP1	MAPK8	9606.ENSP00000239223	9606.ENSP00000378974	0	0	0	0	0.062	0.365	0.900	0.626	0.974
DUSP1	MAPK3	9606.ENSP00000239223	9606.ENSP00000263025	0	0	0	0	0	0.829	0.900	0.682	0.994
DUT	MAPK1	9606.ENSP00000370376	9606.ENSP00000215832	0	0	0	0	0	0	0.900	0.057	0.901
DUT	MAPK3	9606.ENSP00000370376	9606.ENSP00000263025	0	0	0	0	0.063	0	0.900	0	0.902
DUT	TYMS	9606.ENSP00000370376	9606.ENSP00000315644	0.281	0	0	0	0.874	0.285	0.900	0.818	0.998
DUT	HSP90AA1	9606.ENSP00000370376	9606.ENSP00000335153	0	0	0	0	0.062	0	0.900	0.061	0.904
DUT	HSPA1A	9606.ENSP00000370376	9606.ENSP00000364802	0	0	0	0	0.063	0	0.900	0.107	0.909
DYRK2	MDM2	9606.ENSP00000342105	9606.ENSP00000258149	0	0	0	0	0	0.282	0.900	0.328	0.947
DYRK2	TP53	9606.ENSP00000342105	9606.ENSP00000269305	0	0	0	0	0	0.144	0.900	0.343	0.938
EDNRA	PLCG1	9606.ENSP00000315011	9606.ENSP00000244007	0	0	0	0	0	0.070	0.900	0	0.903
